# w      Rpp                     Rps                     Rsp                     Rss
02.90    5.26965920845592e+02    4.68273089716311e+00    1.50854477117039e-01    4.07279220747202e-01
02.91    5.42332528139058e+02    4.50848260192493e+00    1.45346452981984e-01    3.92443270972347e-01
02.92    5.56520497177721e+02    4.30950163349148e+00    1.37726594599847e-01    3.75388703362981e-01
02.93    5.69413776596305e+02    4.08470533563716e+00    1.28342111624579e-01    3.56027841850128e-01
02.94    5.80956329163544e+02    3.83475760676223e+00    1.17606391182911e-01    3.34425319270448e-01
02.95    5.91139921855945e+02    3.56247788213728e+00    1.05978982501394e-01    3.10832777360360e-01
02.96    5.99936897644577e+02    3.27294735641430e+00    9.39508796280178e-02    2.85697037907476e-01
02.97    6.07350190759037e+02    2.97396523572164e+00    8.20470802038255e-02    2.59704148253395e-01
02.98    6.13326506387531e+02    2.67531489772433e+00    7.07982049080451e-02    2.33711577167152e-01
02.99    6.17808678215820e+02    2.38877575221290e+00    6.07350379266356e-02    2.08752622589582e-01
03.00    6.20717139329858e+02    2.12708490949497e+00    5.23482139378205e-02    1.85944346007641e-01
03.01    6.21952598081171e+02    1.90308357874423e+00    4.60560098511324e-02    1.66413497218377e-01
03.02    6.21450798684248e+02    1.72867256814093e+00    4.21601257666514e-02    1.51205544854333e-01
03.03    6.19162467509686e+02    1.61368221339912e+00    4.08138361883644e-02    1.41184871695670e-01
03.04    6.15099953278454e+02    1.56519234425526e+00    4.19974121007967e-02    1.36975385431346e-01
03.05    6.09336591536669e+02    1.58646886665786e+00    4.55163404593493e-02    1.38866684139206e-01
03.06    6.02035916118283e+02    1.67692297040371e+00    5.10205509299980e-02    1.46810540148649e-01
03.07    5.93408191505068e+02    1.83186233972241e+00    5.80389727199344e-02    1.60397160686957e-01
03.08    5.83716555231829e+02    2.04277653156000e+00    6.60294481155218e-02    1.78881012719095e-01
03.09    5.73269900245088e+02    2.29810247519746e+00    7.44308929579197e-02    2.01246982483864e-01
03.10    5.62377205158285e+02    2.58380992856396e+00    8.27108383774375e-02    2.26262149635363e-01
03.11    5.51314901627395e+02    2.88423285098225e+00    9.04027598566334e-02    2.52548550710290e-01
03.12    5.40354678537475e+02    3.18349148203737e+00    9.71359036494671e-02    2.78710251228820e-01
03.13    5.29689181490292e+02    3.46596428379643e+00    1.02640875357312e-01    3.03373026142764e-01
03.14    5.19481710297638e+02    3.71714409722754e+00    1.06759154753681e-01    3.25262802170651e-01
03.15    5.09825453102831e+02    3.92435252857515e+00    1.09432909492274e-01    3.43267132110496e-01
03.16    5.00775674090460e+02    4.07769163341593e+00    1.10700011521089e-01    3.56520549956814e-01
03.17    4.92351108770016e+02    4.16999053626841e+00    1.10676101871626e-01    3.64397753883362e-01
03.18    4.84540136214437e+02    4.19823563319766e+00    1.09551551085170e-01    3.66641380607196e-01
03.19    4.77319395691538e+02    4.16356463115033e+00    1.07572198054360e-01    3.63358526402820e-01
03.20    4.70648448714582e+02    4.07176891944553e+00    1.05025760753369e-01    3.55064558596587e-01
03.21    4.64483138130454e+02    3.93299580073596e+00    1.02236962681016e-01    3.42655388210045e-01
03.22    4.58766244042357e+02    3.76109305888823e+00    9.95501566981646e-02    3.27347558390637e-01
03.23    4.53434384624338e+02    3.57203037605862e+00    9.73190852748098e-02    3.10540215843655e-01
03.24    4.48421634581722e+02    3.38232917880821e+00    9.58958921514970e-02    2.93676030442862e-01
03.25    4.43651598027507e+02    3.20715947878908e+00    9.56167513924438e-02    2.78073486303014e-01
03.26    4.39039980260892e+02    3.05862023518487e+00    9.67858632715662e-02    2.64777980564168e-01
03.27    4.34486665283643e+02    2.94461968736065e+00    9.96548839018499e-02    2.54464788485300e-01
03.28    4.29883002310145e+02    2.86852503625895e+00    1.04395629776816e-01    2.47409924712623e-01
03.29    4.25142529438104e+02    2.82935646005006e+00    1.11070993337041e-01    2.43510801974410e-01
03.30    4.20151603275226e+02    2.82253691447335e+00    1.19607229138276e-01    2.42351978799147e-01
03.31    4.14834906097598e+02    2.84100265418507e+00    1.29775359960573e-01    2.43305464467458e-01
03.32    4.09128861563950e+02    2.87628472765729e+00    1.41185101056432e-01    2.45624813389484e-01
03.33    4.03017016308339e+02    2.91963850557003e+00    1.53303240130056e-01    2.48546003560467e-01
03.34    3.96527927147743e+02    2.96283894735327e+00    1.65489466591784e-01    2.51355606950147e-01
03.35    3.89752816429858e+02    2.99876086391805e+00    1.77043808705899e-01    2.53441902722041e-01
03.36    3.82828778278573e+02    3.02150720421943e+00    1.87258222328940e-01    2.54304685193681e-01
03.37    3.75950100418122e+02    3.02652515819596e+00    1.95479699866951e-01    2.53567073513029e-01
03.38    3.69358178767192e+02    3.01032121185809e+00    2.01162920666123e-01    2.50951036873072e-01
03.39    3.63294602669863e+02    2.97019216642364e+00    2.03900585487623e-01    2.46254775336378e-01
03.40    3.58001683385686e+02    2.90398089299588e+00    2.03467425144159e-01    2.39333067211103e-01
03.41    3.53700363783843e+02    2.81011569679636e+00    1.99847292433098e-01    2.30102497487853e-01
03.42    3.50547197858308e+02    2.68766437883341e+00    1.93226680593927e-01    2.18543249644534e-01
03.43    3.48649975469632e+02    2.53675230928368e+00    1.83989362557688e-01    2.04733051910978e-01
03.44    3.48037167031350e+02    2.35888765927798e+00    1.72671575457041e-01    1.88867861326518e-01
03.45    3.48685224154916e+02    2.15731577943789e+00    1.59909708787780e-01    1.71284159081550e-01
03.46    3.50516730856501e+02    1.93708604421397e+00    1.46365308389194e-01    1.52454973049955e-01
03.47    3.53409339561100e+02    1.70481816831941e+00    1.32659699835359e-01    1.32961224517348e-01
03.48    3.57223999631989e+02    1.46823580871587e+00    1.19325800788453e-01    1.13447490485576e-01
03.49    3.61789856820068e+02    1.23533372404244e+00    1.06769684512696e-01    9.45511609167748e-02
03.50    3.66927867677394e+02    1.01365655901364e+00    9.52654832802273e-02    7.68457258305563e-02
03.51    3.72444252592651e+02    8.09576121551687e-01    8.49623407718438e-02    6.07890282044547e-02
03.52    3.78132666358818e+02    6.27841184675205e-01    7.59087010020430e-02    4.66952775057680e-02
03.53    3.83762589845417e+02    4.71381748517294e-01    6.80755221567181e-02    3.47285208999769e-02
03.54    3.89102796405675e+02    3.41402556782176e-01    6.13815510956464e-02    2.49182231270651e-02
03.55    3.93905481108927e+02    2.37640809770530e-01    5.57148756801831e-02    1.71853124782887e-02
03.56    3.97932296403985e+02    1.58746272179971e-01    5.09505873644461e-02    1.13755475306299e-02
03.57    4.00967201180983e+02    1.02630541433860e-01    4.69558071221925e-02    7.28806648494733e-03
03.58    4.02831926415922e+02    6.67882515094536e-02    4.36028889345893e-02    4.70025330187655e-03
03.59    4.03427460856561e+02    4.85143742417277e-02    4.07690991002794e-02    3.38357249923727e-03
03.60    4.02717509713744e+02    4.50452235739697e-02    3.83403361885140e-02    3.11324315169796e-03
03.61    4.00759038745335e+02    5.36411192340281e-02    3.62115684388880e-02    3.67345280730894e-03
03.62    3.97708613068051e+02    7.16595104690650e-02    3.42915864904254e-02    4.86180416267973e-03
03.63    3.93774793314587e+02    9.66137836469941e-02    3.25024694986266e-02    6.49277102003067e-03
03.64    3.89231051388143e+02    1.26243174868859e-01    3.07835980695691e-02    8.40194934765223e-03
03.65    3.84360292761358e+02    1.58584250203946e-01    2.90923825084577e-02    1.04503227002221e-02
03.66    3.79453277486825e+02    1.92008999713677e-01    2.74042888386209e-02    1.25261230857560e-02
03.67    3.74767599469186e+02    2.25235795210495e-01    2.57127384567765e-02    1.45447848565218e-02
03.68    3.70525570552136e+02    2.57303626173509e-01    2.40247396187899e-02    1.64463270400637e-02
03.69    3.66918044011649e+02    2.87534263695614e-01    2.23587845746711e-02    1.81920366551958e-02
03.70    3.64097789513915e+02    3.15463989364693e-01    2.07387678927301e-02    1.97590975871233e-02
03.71    3.62191737326313e+02    3.40821075860034e-01    1.91904278306815e-02    2.11383469444725e-02
03.72    3.61315936755856e+02    3.63510739618013e-01    1.77381932741443e-02    2.23324539705801e-02
03.73    3.61578581465391e+02    3.83618279136553e-01    1.64010048839342e-02    2.33552374159103e-02
03.74    3.63093721024830e+02    4.01448574496252e-01    1.51929985799491e-02    2.42333917623284e-02
03.75    3.65979587992459e+02    4.17550900961678e-01    1.41214031355912e-02    2.50071498159356e-02
03.76    3.70364663205097e+02    4.32735736556662e-01    1.31880790215168e-02    2.57307881841053e-02
03.77    3.76390072108188e+02    4.48077853372897e-01    1.23887607008015e-02    2.64723973535772e-02
03.78    3.84197086124500e+02    4.64891395474467e-01    1.17147329947264e-02    2.73122864422801e-02
03.79    3.93944925209806e+02    4.84725908671092e-01    1.11527807486187e-02    2.83429982447219e-02
03.80    4.05794351937573e+02    5.09359730564198e-01    1.06853977996123e-02    2.96693001041845e-02
03.81    4.19911553333256e+02    5.40828817468971e-01    1.02902777447298e-02    3.14104482365422e-02
03.82    4.36465452512972e+02    5.81503791559838e-01    9.94032956364280e-03    3.37054710356811e-02
03.83    4.55631157731279e+02    6.34218058449622e-01    9.60446438820410e-03    3.67214879634854e-02
03.84    4.77566185160551e+02    7.02395714185270e-01    9.24842120014845e-03    4.06620468357439e-02
03.85    5.02412361579404e+02    7.90277688656451e-01    8.83764495795354e-03    4.57816785925151e-02
03.86    5.30281914437281e+02    9.03107622974097e-01    8.34172883389192e-03    5.23981583714375e-02
03.87    5.61204971053365e+02    1.04734891863911e+00    7.73796373773674e-03    6.09071353287174e-02
03.88    5.95150358817825e+02    1.23084488959807e+00    7.01897385734457e-03    7.17939778718420e-02
03.89    6.31948630980135e+02    1.46279315149650e+00    6.19517809606641e-03    8.56352046778125e-02
03.90    6.71317623455975e+02    1.75333878904751e+00    5.30052786275428e-03    1.03077388114287e-01
03.91    7.12786916072560e+02    2.11283345646794e+00    4.39424899517817e-03    1.24796031474586e-01
03.92    7.55741805311242e+02    2.55055543164932e+00    3.56189817613230e-03    1.51420364130795e-01
03.93    7.99389597870692e+02    3.07324040596146e+00    2.91408557938854e-03    1.83444204476173e-01
03.94    8.42826433408749e+02    3.68386262066508e+00    2.58279859226687e-03    2.21147484071047e-01
03.95    8.85032256072434e+02    4.38061579308917e+00    2.71460865221551e-03    2.64525148357393e-01
03.96    9.24999446592271e+02    5.15727159814610e+00    3.46159484801510e-03    3.13300466524136e-01
03.97    9.61791474161796e+02    6.00398284735748e+00    4.96907191821860e-03    3.66960227422976e-01
03.98    9.94670920069440e+02    6.90922944405376e+00    7.36278579611243e-03    4.24868235113141e-01
03.99    1.02319905246333e+03    7.86155068190853e+00    1.07360068756966e-02    4.86367334817072e-01
04.00    1.04737378686842e+03    8.85149205511057e+00    1.51400086244293e-02    5.50902546301278e-01
04.01    1.06766230360732e+03    9.87260261758747e+00    2.05781400205853e-02    6.18087884131859e-01
04.02    1.08510523649205e+03    1.09219783997958e+01    2.70058519254655e-02    6.87750577142046e-01
04.03    1.10123585127212e+03    1.19995120348467e+01    3.43349070906054e-02    7.59891804667684e-01
04.04    1.11814106337243e+03    1.31077319988168e+01    4.24431518289164e-02    8.34685753293354e-01
04.05    1.13834128857425e+03    1.42504226377799e+01    5.11874409639704e-02    9.12397818362317e-01
04.06    1.16466949184938e+03    1.54318659808984e+01    6.04174664477186e-02    9.93336246002988e-01
04.07    1.20015201085692e+03    1.66561370829394e+01    6.99907980344995e-02    1.07781615072741e+00
04.08    1.24787481458103e+03    1.79266714190722e+01    7.97884555950686e-02    1.16612542022930e+00
04.09    1.31084283959258e+03    1.92452194970822e+01    8.97208264057765e-02    1.25845501053206e+00
04.10    1.39175192177263e+03    2.06119064169341e+01    9.97334899716121e-02    1.35490451155643e+00
04.11    1.49296183623448e+03    2.20242421098235e+01    1.09801484192585e-01    1.45540745211075e+00
04.12    1.61632454609104e+03    2.34774583477024e+01    1.19921915339986e-01    1.55975015905861e+00
04.13    1.76315300110952e+03    2.49629931786683e+01    1.30089427058205e-01    1.66746950137929e+00
04.14    1.93408525660270e+03    2.64680984288846e+01    1.40268590928697e-01    1.77780787854237e+00
04.15    2.12913564227982e+03    2.79745875868556e+01    1.50359082892323e-01    1.88962421344732e+00
04.16    2.34762350341359e+03    2.94583855794291e+01    1.60168506448932e-01    2.00135386382914e+00
04.17    2.58816266437254e+03    3.08878641379453e+01    1.69373065408914e-01    2.11086225631029e+00
04.18    2.84865833448452e+03    3.22244560617488e+01    1.77518360035671e-01    2.21548635751214e+00
04.19    3.12627195359216e+03    3.34217376554743e+01    1.84011167092041e-01    2.31193722698513e+00
04.20    3.41734974068987e+03    3.44279241956714e+01    1.88164012601582e-01    2.39645264993686e+00
04.21    3.71742371581446e+03    3.51881885484840e+01    1.89253196908847e-01    2.46494367842246e+00
04.22    4.02134801945615e+03    3.56500867159610e+01    1.86623032576094e-01    2.51337375394437e+00
04.23    4.32321624606579e+03    3.57683985274873e+01    1.79788577893597e-01    2.53809726349511e+00
04.24    4.61654608545201e+03    3.55109604312747e+01    1.68548734436834e-01    2.53630177446808e+00
04.25    4.89463636231766e+03    3.48659560833786e+01    1.53092089212166e-01    2.50655598779240e+00
04.26    5.15051566153913e+03    3.38416079065423e+01    1.34029223267378e-01    2.44885588764381e+00
04.27    5.37770905896751e+03    3.24712998527275e+01    1.12424136432812e-01    2.36505516653035e+00
04.28    5.56996255883008e+03    3.08065344291146e+01    8.97261952296265e-02    2.25838275743496e+00
04.29    5.72202393930076e+03    2.89149111198923e+01    6.77153662868304e-02    2.13338647654840e+00
04.30    5.82960226071221e+03    2.68715908546647e+01    4.83931427288078e-02    1.99530620833930e+00
04.31    5.88948795140286e+03    2.47502137187339e+01    3.38851777228519e-02    1.84940316095228e+00
04.32    5.90007116788687e+03    2.26186493309135e+01    2.63439622289775e-02    1.70067713798571e+00
04.33    5.86085389132080e+03    2.05311024976984e+01    2.78254578235021e-02    1.55320715167167e+00
04.34    5.77255060210270e+03    1.85261754157822e+01    4.01387846135693e-02    1.40998839105416e+00
04.35    5.63752139199642e+03    1.66271599746565e+01    6.46453726729282e-02    1.27291336349450e+00
04.36    5.45911830076157e+03    1.48429734640357e+01    1.01981761734096e-01    1.14280283241964e+00
04.37    5.24221478651414e+03    1.31733069084898e+01    1.51800771874977e-01    1.01978101290005e+00
04.38    4.99252558909516e+03    1.16110625041097e+01    2.12515237296874e-01    9.03441165164039e-01
04.39    4.71703334923122e+03    1.01505827739248e+01    2.81196563918046e-01    7.93488413121321e-01
04.40    4.42348631109631e+03    8.78996874181198e+00    3.53660195470913e-01    6.89929884250882e-01
04.41    4.12024301669008e+03    7.53461653611268e+00    4.24818881884465e-01    5.93368083410510e-01
04.42    3.81579965100592e+03    6.39820815695490e+00    4.89292637789818e-01    5.05090413127421e-01
